KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,311.68,203.31 (-34.8 %),260.07 (-16.6 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),56.76 (+18.2 %)
Energy bought (kWh),4470.2,2753.4 (-38.4 %),3703.7 (-17.1 %)
Energy sold (kWh),2399.5,494.7 (-79.4 %),1469.9 (-38.7 %)
