KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,257.30,231.78 (-9.9 %),248.33 (-3.5 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),16.55 (+6.4 %)
Energy bought (kWh),3203.1,2853.5 (-10.9 %),3112.9 (-2.8 %)
Energy sold (kWh),493.6,106.0 (-78.5 %),372.9 (-24.5 %)
