KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,988.03,726.69 (-26.5 %),807.45 (-18.3 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),80.76 (+8.2 %)
Energy bought (kWh),4741.6,4416.6 (-6.9 %),5000.9 (+5.5 %)
Energy sold (kWh),554.7,90.8 (-83.6 %),659.9 (+19.0 %)
