KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost (USD),224.72,81.96 (-63.5 %),106.42 (-52.6 %)
Regret vs perfect foresight (USD),—,0.00 (0.0 %),24.46 (+10.9 %)
Energy bought (kWh),1541.2,842.1 (-45.4 %),1258.4 (-18.3 %)
Energy sold (kWh),1017.2,167.6 (-83.5 %),599.3 (-41.1 %)
