KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,732.43,522.42 (-28.7 %),604.07 (-17.5 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),81.65 (+11.1 %)
Energy bought (kWh),3448.2,3182.5 (-7.7 %),3785.6 (+9.8 %)
Energy sold (kWh),403.7,25.6 (-93.6 %),621.0 (+53.8 %)
