KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,282.73,248.32 (-12.2 %),287.71 (+1.8 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),39.39 (+13.9 %)
Energy bought (kWh),3466.3,3168.1 (-8.6 %),3817.4 (+10.1 %)
Energy sold (kWh),467.3,46.1 (-90.1 %),703.6 (+50.6 %)
