KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,1066.29,751.00 (-29.6 %),842.37 (-21.0 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),91.37 (+8.6 %)
Energy bought (kWh),5156.5,4713.7 (-8.6 %),5230.5 (+1.4 %)
Energy sold (kWh),603.5,8.6 (-98.6 %),525.3 (-13.0 %)
