KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,1028.46,737.07 (-28.3 %),811.87 (-21.1 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),74.80 (+7.3 %)
Energy bought (kWh),4949.2,4329.1 (-12.5 %),4681.5 (-5.4 %)
Energy sold (kWh),790.7,24.3 (-96.9 %),373.7 (-52.7 %)
