KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,466.98,425.28 (-8.9 %),438.53 (-6.1 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),13.25 (+2.8 %)
Energy bought (kWh),5853.9,5252.2 (-10.3 %),5465.0 (-6.6 %)
Energy sold (kWh),712.2,45.4 (-93.6 %),257.0 (-63.9 %)
