KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,284.05,252.09 (-11.3 %),287.71 (+1.3 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),35.62 (+12.5 %)
Energy bought (kWh),3466.3,3208.5 (-7.4 %),3796.5 (+9.5 %)
Energy sold (kWh),467.3,85.3 (-81.7 %),682.8 (+46.1 %)
