KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,1018.26,773.32 (-24.1 %),883.64 (-13.2 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),110.32 (+10.8 %)
Energy bought (kWh),5965.7,5415.6 (-9.2 %),6012.0 (+0.8 %)
Energy sold (kWh),2546.2,1857.0 (-27.1 %),2452.3 (-3.7 %)
