KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,304.47,284.13 (-6.7 %),296.41 (-2.6 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),12.28 (+4.0 %)
Energy bought (kWh),3740.4,3494.0 (-6.6 %),3683.3 (-1.5 %)
Energy sold (kWh),285.4,12.3 (-95.7 %),207.2 (-27.4 %)
