KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,585.69,433.84 (-25.9 %),510.47 (-12.8 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),76.63 (+13.1 %)
Energy bought (kWh),3099.7,2750.8 (-11.3 %),3338.3 (+7.7 %)
Energy sold (kWh),455.3,22.4 (-95.1 %),588.0 (+29.1 %)
