KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,994.07,704.70 (-29.1 %),725.89 (-27.0 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),21.18 (+2.1 %)
Energy bought (kWh),5156.5,4851.3 (-5.9 %),5041.9 (-2.2 %)
Energy sold (kWh),603.5,16.3 (-97.3 %),226.9 (-62.4 %)
