KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,449.84,360.49 (-19.9 %),369.13 (-17.9 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),8.65 (+1.9 %)
Energy bought (kWh),6029.8,4680.8 (-22.4 %),4819.7 (-20.1 %)
Energy sold (kWh),2108.6,611.2 (-71.0 %),744.8 (-64.7 %)
