KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,363.60,202.55 (-44.3 %),318.09 (-12.5 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),115.53 (+31.8 %)
Energy bought (kWh),2471.0,1392.0 (-43.7 %),2268.2 (-8.2 %)
Energy sold (kWh),1453.2,252.2 (-82.6 %),1187.9 (-18.3 %)
