KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,988.03,723.35 (-26.8 %),805.09 (-18.5 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),81.75 (+8.3 %)
Energy bought (kWh),4741.6,4390.9 (-7.4 %),4997.9 (+5.4 %)
Energy sold (kWh),554.7,71.4 (-87.1 %),656.7 (+18.4 %)
