KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,909.52,682.79 (-24.9 %),769.98 (-15.3 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),87.19 (+9.6 %)
Energy bought (kWh),4534.2,4397.8 (-3.0 %),4885.8 (+7.8 %)
Energy sold (kWh),274.7,15.9 (-94.2 %),509.4 (+85.5 %)
