KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,426.56,388.40 (-8.9 %),417.05 (-2.2 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),28.65 (+6.7 %)
Energy bought (kWh),5156.5,4625.0 (-10.3 %),5089.1 (-1.3 %)
Energy sold (kWh),603.5,12.9 (-97.9 %),500.7 (-17.0 %)
