KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,396.82,350.34 (-11.7 %),371.70 (-6.3 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),21.37 (+5.4 %)
Energy bought (kWh),4949.2,4272.5 (-13.7 %),4611.3 (-6.8 %)
Energy sold (kWh),790.7,38.4 (-95.1 %),378.0 (-52.2 %)
