KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,791.67,546.39 (-31.0 %),626.53 (-20.9 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),80.15 (+10.1 %)
Energy bought (kWh),3740.4,3585.6 (-4.1 %),4077.3 (+9.0 %)
Energy sold (kWh),285.4,9.6 (-96.6 %),494.0 (+73.1 %)
