KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,610.41,393.37 (-35.6 %),487.78 (-20.1 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),94.42 (+15.5 %)
Energy bought (kWh),3270.6,2518.6 (-23.0 %),3281.0 (+0.3 %)
Energy sold (kWh),1022.8,141.5 (-86.2 %),886.4 (-13.3 %)
