KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,471.40,262.51 (-44.3 %),363.50 (-22.9 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),100.99 (+21.4 %)
Energy bought (kWh),2330.6,1677.5 (-28.0 %),2759.1 (+18.4 %)
Energy sold (kWh),782.1,21.4 (-97.3 %),1068.3 (+36.6 %)
