KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,585.69,433.84 (-25.9 %),450.79 (-23.0 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),16.95 (+2.9 %)
Energy bought (kWh),3099.7,2750.8 (-11.3 %),2811.6 (-9.3 %)
Energy sold (kWh),455.3,22.4 (-95.1 %),92.8 (-79.6 %)
