KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,461.66,423.88 (-8.2 %),451.79 (-2.1 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),27.91 (+6.0 %)
Energy bought (kWh),5669.5,5154.6 (-9.1 %),5602.1 (-1.2 %)
Energy sold (kWh),591.3,16.0 (-97.3 %),484.4 (-18.1 %)
