KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,354.30,335.88 (-5.2 %),362.64 (+2.4 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),26.75 (+7.6 %)
Energy bought (kWh),4365.1,4300.0 (-1.5 %),4733.4 (+8.4 %)
Energy sold (kWh),187.6,19.9 (-89.4 %),458.2 (+144.2 %)
