KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,718.06,495.03 (-31.1 %),571.81 (-20.4 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),76.77 (+10.7 %)
Energy bought (kWh),3466.3,3155.0 (-9.0 %),3476.6 (+0.3 %)
Energy sold (kWh),467.3,42.5 (-90.9 %),371.2 (-20.6 %)
