KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,367.47,348.25 (-5.2 %),360.19 (-2.0 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),11.94 (+3.2 %)
Energy bought (kWh),4534.2,4300.7 (-5.2 %),4489.5 (-1.0 %)
Energy sold (kWh),274.7,13.8 (-95.0 %),200.9 (-26.9 %)
