KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,791.67,546.39 (-31.0 %),627.23 (-20.8 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),80.84 (+10.2 %)
Energy bought (kWh),3740.4,3585.6 (-4.1 %),4107.7 (+9.8 %)
Energy sold (kWh),285.4,9.6 (-96.6 %),521.8 (+82.9 %)
