KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,383.79,352.40 (-8.2 %),378.99 (-1.3 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),26.58 (+6.9 %)
Energy bought (kWh),4741.6,4312.6 (-9.0 %),4737.1 (-0.1 %)
Energy sold (kWh),554.7,77.5 (-86.0 %),517.9 (-6.6 %)
