KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,461.66,423.88 (-8.2 %),445.04 (-3.6 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),21.16 (+4.6 %)
Energy bought (kWh),5669.5,5154.6 (-9.1 %),5495.9 (-3.1 %)
Energy sold (kWh),591.3,16.0 (-97.3 %),373.9 (-36.8 %)
