KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,1028.46,737.07 (-28.3 %),841.58 (-18.2 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),104.51 (+10.2 %)
Energy bought (kWh),4949.2,4329.1 (-12.5 %),4882.8 (-1.3 %)
Energy sold (kWh),790.7,24.3 (-96.9 %),579.4 (-26.7 %)
