KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,567.67,393.82 (-30.6 %),519.25 (-8.5 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),125.43 (+22.1 %)
Energy bought (kWh),3203.1,3025.0 (-5.6 %),3951.6 (+23.4 %)
Energy sold (kWh),493.6,117.5 (-76.2 %),1042.0 (+111.1 %)
