KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,561.15,240.57 (-57.1 %),411.95 (-26.6 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),171.38 (+30.5 %)
Energy bought (kWh),4018.0,2048.8 (-49.0 %),3189.0 (-20.6 %)
Energy sold (kWh),3862.8,1670.3 (-56.8 %),2797.6 (-27.6 %)
