KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,206.23,181.42 (-12.0 %),198.19 (-3.9 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),16.76 (+8.1 %)
Energy bought (kWh),2636.2,2259.1 (-14.3 %),2525.2 (-4.2 %)
Energy sold (kWh),530.0,109.3 (-79.4 %),387.0 (-27.0 %)
