KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,528.49,344.67 (-34.8 %),466.85 (-11.7 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),122.17 (+23.1 %)
Energy bought (kWh),3185.0,2711.9 (-14.9 %),3477.2 (+9.2 %)
Energy sold (kWh),821.9,209.1 (-74.6 %),991.8 (+20.7 %)
