KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,211.46,120.11 (-43.2 %),156.74 (-25.9 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),36.63 (+17.3 %)
Energy bought (kWh),3082.3,1624.1 (-47.3 %),2236.1 (-27.5 %)
Energy sold (kWh),2034.4,418.8 (-79.4 %),1036.1 (-49.1 %)
