KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,1095.97,746.21 (-31.9 %),800.78 (-26.9 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),54.56 (+5.0 %)
Energy bought (kWh),6029.8,4712.5 (-21.8 %),5035.2 (-16.5 %)
Energy sold (kWh),2108.6,601.1 (-71.5 %),910.9 (-56.8 %)
