KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,988.03,690.43 (-30.1 %),799.63 (-19.1 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),109.20 (+11.1 %)
Energy bought (kWh),4741.6,4500.2 (-5.1 %),5332.9 (+12.5 %)
Energy sold (kWh),554.7,74.1 (-86.6 %),881.5 (+58.9 %)
