KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,355.41,341.57 (-3.9 %),353.39 (-0.6 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),11.83 (+3.3 %)
Energy bought (kWh),4365.1,4208.6 (-3.6 %),4393.5 (+0.7 %)
Energy sold (kWh),187.6,11.2 (-94.0 %),202.0 (+7.7 %)
