KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,977.35,950.68 (-2.7 %),970.32 (-0.7 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),19.64 (+2.0 %)
Energy bought (kWh),12190.6,11858.9 (-2.7 %),12173.5 (-0.1 %)
Energy sold (kWh),382.5,13.3 (-96.5 %),342.6 (-10.5 %)
