KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,426.63,387.39 (-9.2 %),422.74 (-0.9 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),35.35 (+8.3 %)
Energy bought (kWh),5965.7,5362.1 (-10.1 %),5958.9 (-0.1 %)
Energy sold (kWh),2546.2,1870.7 (-26.5 %),2475.6 (-2.8 %)
