KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,693.23,479.10 (-30.9 %),564.25 (-18.6 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),85.14 (+12.3 %)
Energy bought (kWh),3203.1,2924.6 (-8.7 %),3267.4 (+2.0 %)
Energy sold (kWh),493.6,107.2 (-78.3 %),463.3 (-6.1 %)
