KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,1636.31,1348.77 (-17.6 %),1431.18 (-12.5 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),82.41 (+5.0 %)
Energy bought (kWh),8193.7,8026.0 (-2.0 %),8719.1 (+6.4 %)
Energy sold (kWh),321.3,7.5 (-97.7 %),669.6 (+108.4 %)
