KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,396.82,350.34 (-11.7 %),375.43 (-5.4 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),25.09 (+6.3 %)
Energy bought (kWh),4949.2,4272.5 (-13.7 %),4671.2 (-5.6 %)
Energy sold (kWh),790.7,38.4 (-95.1 %),422.5 (-46.6 %)
