KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,394.76,343.07 (-13.1 %),397.92 (+0.8 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),54.86 (+13.9 %)
Energy bought (kWh),4949.2,4335.3 (-12.4 %),5276.7 (+6.6 %)
Energy sold (kWh),790.7,30.4 (-96.2 %),982.9 (+24.3 %)
