KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,294.63,238.09 (-19.2 %),280.06 (-4.9 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),41.97 (+14.2 %)
Energy bought (kWh),3680.3,2827.8 (-23.2 %),3497.3 (-5.0 %)
Energy sold (kWh),1039.9,93.7 (-91.0 %),763.8 (-26.6 %)
