KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,563.77,402.63 (-28.6 %),502.85 (-10.8 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),100.22 (+17.8 %)
Energy bought (kWh),3185.0,2589.9 (-18.7 %),3378.0 (+6.1 %)
Energy sold (kWh),821.9,124.6 (-84.8 %),914.4 (+11.3 %)
