KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,311.68,203.31 (-34.8 %),259.41 (-16.8 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),56.10 (+18.0 %)
Energy bought (kWh),4470.2,2753.4 (-38.4 %),3667.9 (-17.9 %)
Energy sold (kWh),2399.5,494.7 (-79.4 %),1414.5 (-41.0 %)
