KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,238.36,117.24 (-50.8 %),198.09 (-16.9 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),80.86 (+33.9 %)
Energy bought (kWh),4018.0,2064.8 (-48.6 %),3359.1 (-16.4 %)
Energy sold (kWh),3862.8,1670.4 (-56.8 %),2958.1 (-23.4 %)
