KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,211.46,120.11 (-43.2 %),179.33 (-15.2 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),59.23 (+28.0 %)
Energy bought (kWh),3082.3,1624.1 (-47.3 %),2610.5 (-15.3 %)
Energy sold (kWh),2034.4,418.8 (-79.4 %),1419.0 (-30.2 %)
