KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,363.73,317.77 (-12.6 %),350.34 (-3.7 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),32.57 (+9.0 %)
Energy bought (kWh),4569.7,3910.9 (-14.4 %),4429.2 (-3.1 %)
Energy sold (kWh),768.3,36.2 (-95.3 %),581.2 (-24.4 %)
