controller,label,causal,Cost_EUR,Cost_EUR_Closed,Terminal_SOC_Adj_EUR,Energy_EUR,Power_EUR,Fixed_EUR,Cost_EUR_Total,Final_SOC_kWh,Charged_kWh,Discharged_kWh,Grid_Charged_kWh,Curtailed_kWh,Import_kWh,Export_kWh,Peak_Import_kW,Equivalent_Full_Cycles,N_Solves,SOC_Drift_kWh,Runtime_s,Agreed_Power_Iters,Agreed_Power_Converged
no_battery,No battery,True,251.50553360560048,251.50553360560048,0.0,242.8803082570001,8.625225348599999,90.53373555820862,342.0392691638091,4.0,0.0,0.0,0.0,0.0,3184.9710000000023,821.8879999999974,3.492,0.0,0,0.0,0.6246280670166016,1,True
self_consumption,Self-consumption,True,213.65203331640018,213.9950076738436,0.34297435744340304,205.22736024789978,8.4246730687,86.90877370860079,300.9037813824444,0.0,748.972614958446,679.7477850000001,0.0,0.0,2505.2232150000054,72.91538504155127,3.492,67.97477850000001,0,5.551115123125783e-17,1.270942211151123,2,True
fixed_schedule,Fixed schedule,True,234.66871634889964,234.5050814778352,-0.16363487106444474,230.41050861339966,4.258207735499998,87.9399541209914,322.4450355988266,5.90842105263158,396.3499240997221,355.8928065000002,184.11868919667597,0.0,3013.1968826966763,609.656765096951,3.492,35.58928065000002,0,0.0,2.592257261276245,4,True
delayed_pv_charge,Delayed PV charge,True,213.81025821890023,214.15323257634364,0.34297435744340304,205.38558515039975,8.4246730687,87.21112846379619,301.36436104013984,0.0,746.1563345350755,677.2060919179092,0.0,0.0,2507.764908082095,75.73166546492105,3.492,67.72060919179093,0,5.551115123125783e-17,1.2727549076080322,2,True
price_threshold,Price threshold,True,218.06385154280042,218.40682590024383,0.34297435744340304,208.92236268150018,9.141488861300003,87.77381353541301,306.1806394356569,0.0,889.046488995841,806.1644563187499,233.2791598711912,0.0,2612.085703552447,166.12067087534624,3.492,80.616445631875,0,5.551115123125783e-17,1.9362640380859375,3,True
price_rank_daily,Day-ahead price rank,True,216.8791973219997,217.2221716794431,0.34297435744340304,208.54694827789947,8.3322490443,87.40238529268314,304.62455697212624,0.0,912.5223653407153,827.3514347200008,219.56798872022162,0.0,2577.187554000229,128.93362337950143,3.492,82.73514347200009,0,5.551115123125783e-17,3.2074878215789795,5,True
peak_shaving,Peak shaving,True,233.21797972079975,233.3924274005671,0.1744476797673594,229.50265584149994,3.7153238794000005,73.53307898250482,306.92550638307193,1.9654726252105141,301.9175737465524,274.4134113123138,33.22763225315842,0.0,2943.7852209409207,553.198058506604,1.992,27.441341131231383,0,0.0,2.7306301593780518,4,True
self_consumption_peak_shaving,Self-consumption + peak shaving,True,212.72817713580073,212.8790885968707,0.15091146106995698,207.9148621461011,4.8133149901,74.7191221015912,287.5982106984619,2.239967999999999,788.532956890986,713.3230239941167,81.15069104328371,0.0,2552.7986670492314,114.50573415229519,2.854,71.33230239941167,0,0.0,4.144284725189209,6,False
tariff_arbitrage,Tariff arbitrage,True,236.7252194576998,237.0661630459215,0.34094358822169857,227.94128294909993,8.783936508399998,80.17665765162295,317.24282069754446,0.023684210526316973,1418.6448685625357,1284.1044938776854,1204.6233279705139,0.0,3105.48983409285,607.8664594079784,2.726000000000001,128.41044938776855,0,5.551115123125783e-17,5.257627248764038,6,False
price_oracle,Price threshold (foresight),False,216.13631842059993,216.47929277804334,0.34297435744340304,207.20577974629964,8.930538674400003,87.24998671669228,303.72927949473564,0.0,881.9045417506893,799.7188489299983,194.83095562742378,0.0,2580.0831066974242,134.81441387673118,3.492,79.97188489299984,0,5.551115123125783e-17,1.9111301898956299,3,True
