KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,988.03,723.35 (-26.8 %),792.58 (-19.8 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),69.24 (+7.0 %)
Energy bought (kWh),4741.6,4390.9 (-7.4 %),4736.8 (-0.1 %)
Energy sold (kWh),554.7,71.4 (-87.1 %),416.7 (-24.9 %)
