KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,471.40,262.51 (-44.3 %),332.96 (-29.4 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),70.45 (+14.9 %)
Energy bought (kWh),2330.6,1677.5 (-28.0 %),1949.4 (-16.4 %)
Energy sold (kWh),782.1,21.4 (-97.3 %),295.4 (-62.2 %)
