KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,283.53,261.01 (-7.9 %),278.72 (-1.7 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),17.71 (+6.2 %)
Energy bought (kWh),3448.2,3126.3 (-9.3 %),3427.3 (-0.6 %)
Energy sold (kWh),403.7,44.7 (-88.9 %),363.4 (-10.0 %)
