KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,238.36,121.32 (-49.1 %),195.15 (-18.1 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),73.83 (+31.0 %)
Energy bought (kWh),4018.0,2085.5 (-48.1 %),3263.8 (-18.8 %)
Energy sold (kWh),3862.8,1719.2 (-55.5 %),2897.7 (-25.0 %)
