KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,367.47,348.25 (-5.2 %),364.53 (-0.8 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),16.28 (+4.4 %)
Energy bought (kWh),4534.2,4300.7 (-5.2 %),4555.5 (+0.5 %)
Energy sold (kWh),274.7,13.8 (-95.0 %),292.5 (+6.5 %)
