KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,158.16,96.81 (-38.8 %),144.64 (-8.5 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),47.83 (+30.2 %)
Energy bought (kWh),2471.0,1437.9 (-41.8 %),2269.9 (-8.1 %)
Energy sold (kWh),1453.2,306.4 (-78.9 %),1191.0 (-18.0 %)
