KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,270.78,229.55 (-15.2 %),248.90 (-8.1 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),19.35 (+7.1 %)
Energy bought (kWh),3304.8,2712.9 (-17.9 %),3019.8 (-8.6 %)
Energy sold (kWh),723.4,66.4 (-90.8 %),372.1 (-48.6 %)
