KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,242.88,202.85 (-16.5 %),224.64 (-7.5 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),21.78 (+9.0 %)
Energy bought (kWh),3185.0,2567.7 (-19.4 %),2928.3 (-8.1 %)
Energy sold (kWh),821.9,136.0 (-83.5 %),498.5 (-39.3 %)
