KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,693.23,479.10 (-30.9 %),581.79 (-16.1 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),102.69 (+14.8 %)
Energy bought (kWh),3203.1,2924.6 (-8.7 %),3336.2 (+4.2 %)
Energy sold (kWh),493.6,107.2 (-78.3 %),526.0 (+6.6 %)
