KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,257.30,231.78 (-9.9 %),251.35 (-2.3 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),19.57 (+7.6 %)
Energy bought (kWh),3203.1,2853.5 (-10.9 %),3162.4 (-1.3 %)
Energy sold (kWh),493.6,106.0 (-78.5 %),420.0 (-14.9 %)
