KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,466.98,425.28 (-8.9 %),460.97 (-1.3 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),35.69 (+7.6 %)
Energy bought (kWh),5853.9,5252.2 (-10.3 %),5835.2 (-0.3 %)
Energy sold (kWh),712.2,45.4 (-93.6 %),656.9 (-7.8 %)
